"img_id","names"
"21","tshirt,top"
"21","watch"
"21","woman"
"21","wristwatch"
"21","yellow"
"22","balcony"
"22","building"
"22","car"
"22","cars"
"22","cover plate"
"22","door"
"22","grass"
"22","high rise building"
"22","lights"
"22","painted lines"
"22","palm tree"
"22","pole"
"22","road"
"22","shadow"
"22","sky"
"22","stop sign"
"22","stop sign,traffic light"
"22","street"
"22","train"
"22","window"
"23","advertisement"
"23","banner"
"23","building"
"23","car"
"23","door"
"23","girl"
"23","girl,person"
"23","girls"
"23","ground"
"23","license plate"
"23","man"
"23","person"
"23","photo"
"23","scene"
"23","shadows"
"23","shadows,shadow"
"23","shirt"
"23","sign"
"23","stripe"
"23","tank top"
"23","tire"
"23","tree"
"23","van"
"23","wheel"
"24","bicycle"
"24","bike"
"24","bikes"
"24","blue bike"
"24","bottle"
"24","boy"
"24","building"
"24","busy"
"24","car"
"24","in distance"
"24","it"
"24","lighting"
"24","lines"
"24","man"
"24","man,boy"
"24","marks,stripes"
"24","motor bike"
"24","motorbike"
"24","motorcycles"
"24","next to street"
"24","on sidewalk"
"24","photo,scene"
"24","pole"
"24","poles"
"24","pvement"
"24","road,on street"
"24","road,street"
"24","scene"
"24","scooter"
"24","sign"
"24","something"
"24","street"
"24","stripes"
"24","time"
"24","traffic"
"24","trees"
"24","weather"
"25","balcony"
"25","building"
"25","car"
"25","cars"
"25","chair"
"25","child"
"25","day"
"25","door"
"25","dress"
"25","ground"
"25","man"
"25","people"
"25","person"
"25","person,man"
"25","plants"
"25","pole"
"25","scene,photo"
"25","shadow"
"25","sidewalk"
"25","sky"
"25","stroller"
"25","table"
"25","tables"
"25","top"
"25","umbrella"
"25","umbrellas"
"25","window"
"25","woman"
"26","bricks"
"26","building"
"26","buildings"
"26","bus"
"26","car"
"26","dispenser"
"26","flowers"
"26","grass"
"26","hair"
"26","lightpost"
"26","man"
"26","man riding a horse"
"26","men"
"26","outdoor scene"
"26","package"
"26","papers"
"26","people"
"26","pine tree"
"26","roadway"
"26","shadows"
"26","sidewalk"
"26","sign"
"26","sky"
"26","statue"
"26","street"
"26","suit"
"26","traffic"
"26","tree"
"26","trees"
"26","vehicle"
"26","window"
"27","air conditioner"
"27","carpet"
"27","ceiling"
"27","chair"
"27","chair,seat"
"27","chairs"
"27","chairs,seats"
"27","door"
"27","picture"
"27","reflection"
"27","room"
"27","scene"
"27","set"
"27","shadow"
"27","socket"
"27","strip"
"27","switch,socket"
"27","table"
"27","tile"
"27","wall"
"28","basket"
"28","blanket"
"28","book"
"28","bowl"
"28","cloth"
"28","couch"
"28","couch,sofa"
"28","curtains"
"28","floor"
"28","flowers"
"28","frame"
"28","orchid"
"28","painting"
"28","photo"
"28","picture"
"28","pictures"
"28","pillow"
"28","pillows"
"28","plank"
"28","reflection"
"28","room"
"28","side table"
"28","stand"
"28","table"
"28","vase"
"28","wall"
"29","attire"
"29","beach"
"29","beach,sand"
"29","blouse"
"29","blue art"
"29","boat"
"29","boats"
"29","building"
"29","clouds"
"29","cottage"
"29","feet"
"29","footprints"
"29","grass"
"29","hair"
"29","hand"
"29","hands"
"29","horizon"
"29","house"
"29","ocean"
"29","ocean,water"
"29","pocket"
"29","pole"
"29","raft"
"29","railing"
"29","sailboat"
"29","sand"
"29","sandals"
"29","shadow"
"29","shore"
"29","shorts"
"29","skirt"
"29","sky"
"29","tank top"
"29","tank top,top"
"29","water"
"29","waves"
"29","woman"
"29","women"
"29","women,people"
"29","words"
"30","advertisements"
"30","bag"
"30","ceiling"
"30","chair"
"30","chairs,wood"
"30","curtains"
"30","curtains,curtain"
"30","drawer"
"30","entertainment center"
"30","floor"
"30","flooring"
"30","handles"
"30","light"
"30","luggage"
"30","luggage,bags"
"30","magazines,stand,rack"
"30","night"
"30","picture"
"30","picture,it"
"30","rails,railing"
"30","reflection"
"30","remote"
"30","rug,carpet"
"30","sign"
"30","stand,cabinet"
"30","table"
"30","the window"
"30","three drawers,drawers"
"30","tv"
"30","tv,television"
"30","wall"
"30","window,deck"
"31","box"
"31","box,switches"
"31","breadbox"
"31","cabinets"
"31","canister"
"31","canister,cabinet"
"31","container"
"31","dishwasher"
"31","drainer,photo,wall"
"31","flowers"
"31","glass"
"31","holder"
"31","holder,tin"
"31","kleenex,flowers"
"31","knife"
"31","knife,knives"
"31","oven"
"31","oven,shadow"
"31","photo"
"31","picture"
"31","plant"
"31","shelf"
"31","sink"
"31","sink,containers"
"31","switch"
"31","wall"
"32","backsplash"
"32","books"
"32","bowls"
"32","cabinet"
"32","cabinets"
"32","collection"
"32","counter,countertop"
"32","counter,countertop,top"
"32","cups"
"32","dishwasher"
"32","dishwasher,washer,diswasher"
"32","dispenser"
"32","door"
"32","faucet"
"32","faucet,tap"
"32","fridge,refrigerator"
"32","glass"
"32","handle"
"32","handles"
"32","mugs"
"32","outlet"
"32","plate,plates"
"32","potato masher"
"32","rack"
"32","reflections"
"32","refrigerator"
"32","rims"
"32","shelf"
"32","shelves"
"32","sink"
"32","socket"
"32","switch"
"32","tiles"
"32","towels"
"32","utensil,utensils"
"32","utensils"
"32","wall"
"32","wear"
"33","bottles"
"33","carpet"
"33","chimney"
"33","closed door,the clear windows"
"33","coffee table"
"33","corner switch"
"33","couch"
"33","couch is grey"
"33","couch is white"
"33","door"
"33","fireplace"
"33","flask"
"33","floor"
"33","floor has tiles"
"33","glasses"
"33","glasses are empty"
"33","glasses empty,glasses are on table"
"33","glasses on table"
"33","indoors picture"
"33","liquid"
"33","logs"
"33","orange liquid"
"33","painting,two art works"
"33","picture"
"33","picture frame"
"33","pillows"
"33","pillows on seats"
"33","plate"
"33","reflections"
"33","room,scene"
"33","rug"
"33","seats are white"
"33","sun is shinning"
"33","sun shinning"
"33","switch"
"33","switch is at corner"
"33","table"
"33","table on floor,table is wood"
"33","the empty glasses"
"33","the wall"
"33","tiles"
"33","trees"
"33","wall"
"33","window"
"33","window open"
"33","window,daytime"
"33","windows"
"33","windows are clear"
"33","wine glasses"
"33","wood"
"33","woods"
"33","woods are there"
"34","base"
"34","chair"
"34","coffee mug"
"34","computer"
"34","computer monitor"
"34","cup"
"34","desk,table"
"34","eyeglasses"
"34","fabric"
"34","floor"
"34","frame"
"34","frames"
"34","handset"
"34","metal rods"
"34","monitor"
"34","mouse"
"34","mug"
"34","notebooks,books"
"34","office"
"34","painting"
"34","paper"
"34","pens"
"34","picture"
"34","pictures"
"34","printer"
"34","roller wheels"
"34","shadow"
"34","shelf"
"34","swivel"
"34","table"
"34","telephone"
"34","telephone,phone"
"34","toy car,model car"
"34","wall"
"34","wheel"
"35","books"
"35","bookshelf"
"35","chairs"
"35","chairs,chair"
"35","computer"
"35","computer screen"
"35","desk"
"35","desk chair,chair,office chair"
"35","desk chair,office chair,chair"
"35","desk,bookcase,bookshelf"
"35","drawer"
"35","drawers,rolling desk"
"35","file cabinet"
"35","floor,shade"
"35","flowers"
"35","keyboard"
"35","lamp"
"35","lamp,desk lamp"
"35","lamp,light"
"35","office,picture,shadows,day,sun"
"35","shadows"
"35","some books"
"35","stand"
"35","table"
"35","table stand"
"35","the floor,floor"
"35","the flowers,flowers,plant"
"35","the office"
"35","the wall"
"35","wall"
"35","wheels"
"35","window blinds"
"36","bagels,buns"
"36","bottle"
"36","bowl"
"36","bread"
"36","cabinet"
"36","candle holders"
"36","ceiling"
"36","cooker"
"36","counter"
"36","cup"
"36","cutting board"
"36","dispenser"
"36","drawers"
"36","floor"
"36","flowers"
"36","food"
"36","fridge"
"36","fruits"
"36","greenery"
"36","kettle"
"36","kitchen"
"36","kitchen top"
"36","light"
"36","pot"
"36","reflection"
"36","silver ware"
"36","sink"
"36","stove"
"36","table"
"36","table,counter"
"36","tablecloth"
"36","top"
"36","vase"
"36","wall unit"
"36","window"
"37","apples"
"37","basket"
"37","blanket"
"37","books"
"37","bowl"
"37","box"
"37","branches"
"37","carpet"
"37","chair"
"37","children"
"37","cloth"
"37","couch"
"37","door"
"37","end table"
"37","floor"
"37","flower pot"
"37","flowers"
"37","fringe"
"37","fruit"
"37","glass"
"37","leaves"
"37","leaves,plant"
"37","leg"
"37","ottoman"
"37","photo"
"37","picture"
"37","pillow"
"37","pillows"
"37","plant"
"37","plate"
"37","plates"
"37","room"
"37","rug"
"37","seat"
"37","shawl"
"37","sofa"
"37","table"
"37","things"
"37","trim"
"37","vase"
"37","wall"
"38","alcove"
"38","archway"
"38","basket"
"38","basket,greenery"
"38","bush"
"38","bush,floral"
"38","chairs"
"38","chairs,stone"
"38","china"
"38","cloth"
"38","cloth,wall"
"38","floor"
"38","flowers"
"38","flowers,pot"
"38","flowers,shadow"
"38","flowers,table"
"38","flowers,vine"
"38","glassware"
"38","green"
"38","ground"
"38","patio"
"38","planter"
"38","plants"
"38","plants,tablecloth"
"38","plates"
"38","pot,chair,chairs"
"38","scene"
"38","shadow"
"38","shadow,flowers"
"38","shadows"
"38","statue"
"38","table"
"38","table,patch"
"38","tree"
"38","vase"
"38","vines"
"38","wall"
"38","wall,basket"
"39","chair"
"39","chair,floor"
"39","chair,jug"
"39","chair,lamp"
"39","chair,scene"
"39","clutter,edge,picture"
"39","floor"
"39","floor,edge,frame"
"39","flower"
"39","flower,mirror"
"39","lamp,mirror"
"39","mirror"
"39","mirror,flower,table"
"39","mirror,table,chair"
"39","painting"
"39","painting,tiles,chair"
"39","plant"
"39","plant,vase,chair"
"39","table"
"39","table,lamp,wall"
"39","vase"
"39","wall"
"39","wall,floor,chair"
"40","background"
"40","books"
"40","bow"
"40","chair,couch"
"40","chair,couch,sofa"
"40","floor"
"40","flowers"
"40","frame"
"40","frames"
"40","lamp"
"40","lamp stand"
"40","lamp stand,lamp"
"40","lamp stand,table cloth"
"40","lampshade"
"40","person"
"40","photos"
"40","picture"
"40","scene"
"40","scene,room"
"40","shelf"
"40","table"
"40","table,floor"
"40","tile"
"40","vase"
"40","window,windows"
"41","bowl,dish"
"41","box"
"41","cabinet"
"41","can opener"
"41","counter"
"41","cup"
"41","drawers"
"41","gallon jug"
"41","gallon jug,container"
"41","handle"
"41","interior,kitchen"
"41","jerrycan"
"41","kitchen"
"41","kitchen drawer"
"41","knife block"
"41","knife block,stand"
"41","knife,knives"
"41","lid"
"41","matches"
"41","microwave oven"
"41","mixer"
"41","power cord"
"41","power outlet"
"41","stand"
"41","switch"
"41","tiles"
"41","tin"
"41","toaster oven"
"41","wall"
"42","alarm"
"42","book"
"42","building"
"42","carpet rug"
"42","carpet,rug"
"42","chair"
"42","chair,couch"
"42","city"
"42","coffee table,chairs"
"42","couch"
"42","couch,building"
"42","daytime"
"42","doorway"
"42","entertainment center,room,photo,picture,pic,it"
"42","floor"
"42","fridge"
"42","indoors"
"42","lamp"
"42","lamp,window"
"42","left"
"42","middle"
"42","picture"
"42","picture,scene"
"42","pile"
"42","refrigerator,chairs"
"42","refrigerator,fridge"
"42","room"
"42","room,windows"
"42","scene"
"42","several"
"42","sofa"
"42","table"
"42","table,desk"
"42","tv"
"42","two"
"42","view"
"42","wall"
"42","window"
"42","wood"
"43","backsplash"
"43","cabinets"
"43","counter"
"43","dial"
"43","drawer"
"43","drawers"
"43","granite"
"43","kitchen"
"43","knob"
"43","object"
"43","outlet"
"43","people"
"43","phone outlet"
"43","plastic things"
"43","plate"
"43","plate,dish"
"43","plates"
"43","plug"
"43","socket"
"43","stand"
"43","switch"
"43","table,table top,desk"
"43","thing,something,item"
"43","tiles"
"43","tray"
"43","tv"
"43","tv set,television"
"43","two men"
"43","wall"
"43","wire"
"44","alarm"
"44","an"
"44","arms,fire alarm"
"44","be"
"44","black"
"44","board"
"44","board,dry erase marker"
"44","book"
"44","brown"
"44","carpet"
"44","carpeted"
"44","chair"
"44","chair,legs"
"44","chair,stand"
"44","chair,table"
"44","chairs"
"44","chalkboard"
"44","chalkboard,chair"
"44","chalks"
"44","classroom"
"44","desks"
"44","floor"
"44","floor,eraser"
"44","is"
"44","item"
"44","legs"
"44","legs,table"
"44","light,chair"
"44","lights"
"44","long"
"44","markers"
"44","metallic"
"44","noone"
"44","projector"
"44","projector screen,table"
"44","red"
"44","room"
"44","scene"
"44","seats"
"44","socket,outlet"
"44","stand,chalk board"
"44","table"
"44","table,dry erase marker"
"44","tables"
"44","there"
"44","time"
"44","wall"
"44","wall,classroom"
"44","white"
"44","writing"
"44","writing,dry erase marker"
"44","writings"
"45","awning"
"45","brick"
"45","building"
"45","car"
"45","corner"
"45","curb"
"45","entrance"
"45","intersection"
"45","light"
"45","line"
"45","line,marks"
"45","man"
"45","parking meter"
"45","right building"
"45","sidewalk"
"45","sky"
"45","stop light"
"45","street"
"45","suv"
"45","van"
"45","wastebasket"
"46","building"
"46","buildings"
"46","car has tail light"
"46","car,suv,vehicle"
"46","car,taxi"
"46","drainage,manhole"
"46","headlight on car"
"46","headlights"
"46","lights"
"46","line"
"46","lines"
"46","logo,script"
"46","man"
"46","mannequins"
"46","many stories seen"
"46","marks"
"46","not nighttime"
"46","person"
"46","photo"
"46","photo shows street"
"46","photo shows taxis"
"46","reflection"
"46","road,street"
"46","salvatore on sign"
"46","scene is outside,photo shows daytime"
"46","see buildings"
"46","see clothing shop"
"46","see headlight"
"46","see mannequins"
"46","see store"
"46","see store display"
"46","see tail light"
"46","see two suvs"
"46","see white lines"
"46","see window"
"46","see windows"
"46","shop,store"
"46","sign on edifice"
"46","silver car on road"
"46","street shows taxi"
"46","street view shown"
"46","suvs"
"46","tail light noted"
"46","tail light on car"
"46","taxi"
"46","taxi on street"
"46","taxis"
"46","there are cars"
"46","there are suvs"
"46","thing"
"46","tire has hubcap"
"46","vehicles"
"46","window"
"46","window in edifice"
"46","window on side"
"46","windows"
"47","asphalt"
"47","building"
"47","buildings"
"47","buses"
"47","cars"
"47","clocktower"
"47","cover"
"47","flags`"
"47","headlights"
"47","man"
"47","person"
"47","road"
"47","scene,it"
"47","sidewalk"
"47","sign"
"47","street"
"47","taxi"
"47","traffic lights"
"47","trashbin"
"47","trees"
"47","umbrella"
"48","arrow"
"48","atm"
"48","awning"
"48","bag"
"48","boxes"
"48","building"
"48","buildings"
"48","canopy"
"48","curb"
"48","day"
"48","flowers"
"48","group"
"48","gym bag,bag"
"48","leaves"
"48","lights"
"48","logo"
"48","man"
"48","newspaper box"
"48","no parking"
"48","one way"
"48","pavement"
"48","people"
"48","picture"
"48","planter"
"48","planter,flower pot"
"48","plants"
"48","pole"
"48","posts"
"48","pot"
"48","pots"
"48","scene"
"48","shirt"
"48","shopping bag"
"48","sign"
"48","street"
"48","street sign"
"48","suit"
"48","suv"
"48","suv,car"
"48","sweatshirt"
"48","taxi"
"48","taxi cab"
"48","taxis"
"48","telephone number"
"48","tie"
"48","tree"
"48","trees"
"48","windows"
"49","bag"
"49","building"
"49","buildings"
"49","car"
"49","coat"
"49","flag"
"49","girl"
"49","jacket"
"49","light"
"49","man"
"49","people"
"49","planters"
"49","plants"
"49","pole"
"49","purse"
"49","shirt"
"49","sign"
"49","signs"
"49","sky"
"49","store"
"49","street"
"49","sunglasses"
"49","taxi"
"49","vehicle"
"49","windows"
"49","woman"
"50","back up cd,push pin"
"50","board"
"50","book"
"50","book,computer tower"
"50","book,device"
"50","book,notice"
"50","book,papers"
"50","bookmark"
"50","books"
"50","coffee mug"
"50","coffee mug,cd"
"50","compact disk"
"50","computer"
"50","computer mouse"
"50","computer mouse,push pin"
"50","computer,push pin"
"50","cord"
"50","cup"
"50","desk"
"50","desk lamp"
"50","desk lamp,cup"
"50","desk,folder"
"50","duct tape"
